started_utc	ended_utc	label	exit_code	timing_basis	command
2026-08-18T18:03:30Z	2026-08-18T18:03:30Z	QLB-EXT-003:compare	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/compare-scenario.mjs --scenario QLB-EXT-003 --scenario-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-003 --expected /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-003.expected.json --oracle-precommit /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/oracle-precommit.json --execution-lock /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/execution-lock.json --campaign-index /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign-index.json --dependency-anchor /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/package.json --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-003/comparison/comparison.json
2026-08-18T18:03:36Z	2026-08-18T18:03:36Z	QLB-EXT-004:scan-mounted-inputs	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/oracle-absence-scan.mjs --label QLB-EXT-004/mounted-inputs --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/scans/scan-1-mounted-inputs.json --digest-source /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/oracle-precommit.json --digest-source /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/execution-lock.json --expectation-path expectations/QLB-EXT-004.expected.json --expectation-path /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-004.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/input
2026-08-18T18:03:36Z	2026-08-18T18:03:36Z	QLB-EXT-004:plan-draft	0	measured	npm --prefix /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject run --silent plan:draft:validation -- --capture-stimulus /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/input/stimulus.json --contract-stimulus /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/input/contract.json --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/plan/plan-draft.generated.json
2026-08-18T18:03:36Z	2026-08-18T18:03:36Z	QLB-EXT-004:declare-and-seal	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-deps/packages/cli/dist/src/bin.js declare-trusted-local-adapter --adapter-entry /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --manifest /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/certification/validation-adapter-manifest.v2.json --acknowledge-trusted-local-code I ACCEPT THAT THESE EXACT ADAPTER BYTES EXECUTE WITH MY LOCAL USER PERMISSIONS, ARE NOT SANDBOXED AND ARE NOT INDEPENDENTLY CERTIFIED, AND THAT THE RESULTS ARE DEVELOPMENT-ONLY, UNSCORED AND UNAUTHENTICATED --acknowledged-by repository owner (karthik), qualiber-reality-lab prospective Wave 1 campaign 2026-08-18 --declaration-id qualiber-ext-qlb-ext-004 --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/declaration/trusted-local-declaration.json --source-repository qualiber --source-commit d3ebf37fc2cd5741c25eac22eaa20777153730ce --source-tree 0d2a8c4de0196972ef1ed8844b3746a4cfa5df3a --seal-plan-draft /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/plan/plan-draft.generated.json --plan-output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/plan/plan-sealed.json
2026-08-18T18:03:36Z	2026-08-18T18:03:36Z	QLB-EXT-004:scan-sealed-plan	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/oracle-absence-scan.mjs --label QLB-EXT-004/sealed-plan --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/scans/scan-2-sealed-plan.json --digest-source /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/oracle-precommit.json --digest-source /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/execution-lock.json --expectation-path expectations/QLB-EXT-004.expected.json --expectation-path /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-004.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/plan/plan-sealed.json
2026-08-18T18:03:36Z	2026-08-18T18:03:37Z	QLB-EXT-004:run-observation	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-deps/packages/cli/dist/src/bin.js run-trusted-local-observation --adapter-entry /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --manifest /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/certification/validation-adapter-manifest.v2.json --plan /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/plan/plan-sealed.json --owner-declaration /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/declaration/trusted-local-declaration.json --output-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/run-output --bind-input capture-stimulus-input=/private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/input/stimulus.json --bind-input contract-stimulus-input=/private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/input/contract.json
2026-08-18T18:03:37Z	2026-08-18T18:03:37Z	QLB-EXT-004:offline-verification	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/run-offline-verification.mjs --lab-checkout /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-deps --record /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/run-output/trusted-local-observation-record.json --plan /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/run-output/observation-plan.json --registry-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/run-output/registry --adapter-entry /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --retained-input-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/run-output/inputs --label QLB-EXT-004 --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/verification/verification-result.json
2026-08-18T18:03:37Z	2026-08-18T18:03:37Z	QLB-EXT-004:scan-retained	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/oracle-absence-scan.mjs --label QLB-EXT-004/retained-inputs-and-envelopes --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/scans/scan-3-retained.json --digest-source /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/oracle-precommit.json --digest-source /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/execution-lock.json --expectation-path expectations/QLB-EXT-004.expected.json --expectation-path /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-004.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/run-output/inputs /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/run-output/store/retained/local-observation-adapter/interact-validate-stimulus/response-envelope.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/run-output/store/retained/local-observation-adapter/report-residue-final/response-envelope.json
2026-08-18T18:03:37Z	2026-08-18T18:03:38Z	QLB-EXT-004:compare	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/compare-scenario.mjs --scenario QLB-EXT-004 --scenario-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004 --expected /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-004.expected.json --oracle-precommit /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/oracle-precommit.json --execution-lock /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/execution-lock.json --campaign-index /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign-index.json --dependency-anchor /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/package.json --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-004/comparison/comparison.json
2026-08-18T18:03:50Z	2026-08-18T18:03:50Z	QLB-EXT-005:scan-mounted-inputs	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/oracle-absence-scan.mjs --label QLB-EXT-005/mounted-inputs --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/scans/scan-1-mounted-inputs.json --digest-source /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/oracle-precommit.json --digest-source /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/execution-lock.json --expectation-path expectations/QLB-EXT-005.expected.json --expectation-path /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-005.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/input
2026-08-18T18:03:50Z	2026-08-18T18:03:51Z	QLB-EXT-005:plan-draft	0	measured	npm --prefix /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject run --silent plan:draft:validation -- --capture-stimulus /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/input/stimulus.json --contract-stimulus /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/input/contract.json --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/plan/plan-draft.generated.json
2026-08-18T18:03:51Z	2026-08-18T18:03:51Z	QLB-EXT-005:declare-and-seal	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-deps/packages/cli/dist/src/bin.js declare-trusted-local-adapter --adapter-entry /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --manifest /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/certification/validation-adapter-manifest.v2.json --acknowledge-trusted-local-code I ACCEPT THAT THESE EXACT ADAPTER BYTES EXECUTE WITH MY LOCAL USER PERMISSIONS, ARE NOT SANDBOXED AND ARE NOT INDEPENDENTLY CERTIFIED, AND THAT THE RESULTS ARE DEVELOPMENT-ONLY, UNSCORED AND UNAUTHENTICATED --acknowledged-by repository owner (karthik), qualiber-reality-lab prospective Wave 1 campaign 2026-08-18 --declaration-id qualiber-ext-qlb-ext-005 --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/declaration/trusted-local-declaration.json --source-repository qualiber --source-commit d3ebf37fc2cd5741c25eac22eaa20777153730ce --source-tree 0d2a8c4de0196972ef1ed8844b3746a4cfa5df3a --seal-plan-draft /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/plan/plan-draft.generated.json --plan-output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/plan/plan-sealed.json
2026-08-18T18:03:51Z	2026-08-18T18:03:51Z	QLB-EXT-005:scan-sealed-plan	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/oracle-absence-scan.mjs --label QLB-EXT-005/sealed-plan --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/scans/scan-2-sealed-plan.json --digest-source /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/oracle-precommit.json --digest-source /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/execution-lock.json --expectation-path expectations/QLB-EXT-005.expected.json --expectation-path /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-005.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/plan/plan-sealed.json
2026-08-18T18:03:51Z	2026-08-18T18:03:52Z	QLB-EXT-005:run-observation	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-deps/packages/cli/dist/src/bin.js run-trusted-local-observation --adapter-entry /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --manifest /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/certification/validation-adapter-manifest.v2.json --plan /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/plan/plan-sealed.json --owner-declaration /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/declaration/trusted-local-declaration.json --output-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/run-output --bind-input capture-stimulus-input=/private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/input/stimulus.json --bind-input contract-stimulus-input=/private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/input/contract.json
2026-08-18T18:03:52Z	2026-08-18T18:03:52Z	QLB-EXT-005:offline-verification	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/run-offline-verification.mjs --lab-checkout /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-deps --record /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/run-output/trusted-local-observation-record.json --plan /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/run-output/observation-plan.json --registry-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/run-output/registry --adapter-entry /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --retained-input-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/run-output/inputs --label QLB-EXT-005 --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/verification/verification-result.json
2026-08-18T18:03:52Z	2026-08-18T18:03:52Z	QLB-EXT-005:scan-retained	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/oracle-absence-scan.mjs --label QLB-EXT-005/retained-inputs-and-envelopes --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/scans/scan-3-retained.json --digest-source /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/oracle-precommit.json --digest-source /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/execution-lock.json --expectation-path expectations/QLB-EXT-005.expected.json --expectation-path /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-005.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/run-output/inputs /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/run-output/store/retained/local-observation-adapter/interact-validate-stimulus/response-envelope.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/run-output/store/retained/local-observation-adapter/report-residue-final/response-envelope.json
2026-08-18T18:03:52Z	2026-08-18T18:03:52Z	QLB-EXT-005:compare	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/compare-scenario.mjs --scenario QLB-EXT-005 --scenario-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005 --expected /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-005.expected.json --oracle-precommit /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/oracle-precommit.json --execution-lock /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/execution-lock.json --campaign-index /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign-index.json --dependency-anchor /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/package.json --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/scenarios/QLB-EXT-005/comparison/comparison.json
2026-08-18T18:04:41Z	2026-08-18T18:04:41Z	NC-1:comparator-nc1-mode	0	measured	cmp_run QLB-EXT-003 /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc1-003 /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/negative-controls/NC-1.counterfactual.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/NC-1.comparison.json --nc1-mode
2026-08-18T18:04:41Z	2026-08-18T18:04:41Z	NC-1b:mutated-expectation	0	measured	cmp_run QLB-EXT-003 /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc1b-003 /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc1b-exp/QLB-EXT-003.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/NC-1b.comparison.json
2026-08-18T18:04:41Z	2026-08-18T18:04:42Z	NC-2:missing-run-result	0	measured	cmp_run QLB-EXT-001 /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc2-001 /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-001.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/NC-2.comparison.json
2026-08-18T18:04:42Z	2026-08-18T18:04:42Z	NC-3:exit0-violation-agree	0	measured	cmp_run QLB-EXT-002 /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc3-002 /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-002.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/NC-3.comparison.json
2026-08-18T18:05:26Z	2026-08-18T18:05:26Z	NC-4a:swap-product-out(002)	0	measured	cmp_run QLB-EXT-002 /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc4a-002 /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-002.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/NC-4a.002.comparison.json
2026-08-18T18:05:26Z	2026-08-18T18:05:26Z	NC-4a:swap-product-out(003)	0	measured	cmp_run QLB-EXT-003 /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc4a-003 /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-003.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/NC-4a.003.comparison.json
2026-08-18T18:05:26Z	2026-08-18T18:05:26Z	NC-4b:swap-qualiber-subtree(002)	0	measured	cmp_run QLB-EXT-002 /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc4b-002 /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-002.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/NC-4b.002.comparison.json
2026-08-18T18:05:26Z	2026-08-18T18:05:26Z	NC-4b:swap-qualiber-subtree(003)	0	measured	cmp_run QLB-EXT-003 /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc4b-003 /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-003.expected.json /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/NC-4b.003.comparison.json
2026-08-18T18:05:44Z	2026-08-18T18:05:44Z	NC-5:offline-verification-after-byte-flip	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/run-offline-verification.mjs --lab-checkout /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-deps --record /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc5-001/run-output/trusted-local-observation-record.json --plan /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc5-001/run-output/observation-plan.json --registry-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc5-001/run-output/registry --adapter-entry /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --retained-input-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc5-001/run-output/inputs --label NC-5 --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/NC-5.verification.json
2026-08-18T18:05:44Z	2026-08-18T18:05:44Z	NC-5:binding-after-byte-flip	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/compare-scenario.mjs --scenario QLB-EXT-001 --scenario-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc5-001 --expected /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-001.expected.json --oracle-precommit /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/oracle-precommit.json --execution-lock /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/execution-lock.json --campaign-index /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign-index.json --dependency-anchor /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/package.json --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/NC-5.comparison.json
2026-08-18T18:06:07Z	2026-08-18T18:06:07Z	NC-5:offline-verification-after-byte-flip	1	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/run-offline-verification.mjs --lab-checkout /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-deps --record /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc5-001/run-output/trusted-local-observation-record.json --plan /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc5-001/run-output/observation-plan.json --registry-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc5-001/run-output/registry --adapter-entry /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/dist/qualiber-erl2-validation-subject.mjs --retained-input-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc5-001/run-output/inputs --label NC-5 --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/NC-5.verification.json
2026-08-18T18:06:07Z	2026-08-18T18:06:07Z	NC-5:binding-after-byte-flip	0	measured	node /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign/compare-scenario.mjs --scenario QLB-EXT-001 --scenario-root /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/nc5-001 --expected /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/expectations/QLB-EXT-001.expected.json --oracle-precommit /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/oracle-precommit.json --execution-lock /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/execution-lock.json --campaign-index /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence/docs/evidence/qualiber-product-scenarios-20260818/campaign-index.json --dependency-anchor /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber/adapters/erl2-subject/package.json --output /private/tmp/qlb-wave1-prospective-cC4jCP/work/nc/NC-5.comparison.json
2026-08-18T18:07:49Z	2026-08-18T18:07:49Z	coordinates:qualiber-status-close	0	measured	git -C /private/tmp/qlb-wave1-prospective-cC4jCP/work/qualiber status --porcelain=v1 -uall
2026-08-18T18:07:49Z	2026-08-18T18:07:50Z	coordinates:lab-status-close	0	measured	git -C /private/tmp/qlb-wave1-prospective-cC4jCP/work/lab-evidence status --porcelain=v1
2026-08-18T18:10:55Z	2026-08-18T18:10:55Z	phase9:reverify-offline-verification(x5)	0	measured	node campaign/run-offline-verification.mjs --lab-checkout <WORK>/lab-deps --record scenarios/<ID>/run-output/trusted-local-observation-record.json --plan scenarios/<ID>/run-output/observation-plan.json --registry-root scenarios/<ID>/run-output/registry --adapter-entry adapter/qualiber-erl2-validation-subject.mjs --retained-input-root scenarios/<ID>/run-output/inputs   # all five OK
2026-08-18T18:10:55Z	2026-08-18T18:10:55Z	phase9:reverify-comparisons(x5)	0	measured	node campaign/compare-scenario.mjs --scenario <ID> --scenario-root scenarios/<ID> --expected expectations/<ID>.expected.json --oracle-precommit oracle-precommit.json --execution-lock execution-lock.json --campaign-index campaign-index.json --dependency-anchor <FRESH-QUALIBER>/adapters/erl2-subject/package.json   # all five identical to the originals
